pack_name;title;level;tags_raw;Category
YDS Set 003;256-Language: Is It Always Spoken? (Dil: Her Zaman Konuşulur mu?);B2;"language; sign language; babies";Linguistics & Communication
YDS Set 003;257-Lasers in Medicine (Tıpta Lazerler);B2;"health; medicine; technology";Health & Medicine
YDS Set 003;258-Laying Insomnia to Rest (Uykusuzluğa Son Vermek);B2;"health; sleep; psychology";Psychology & Health
YDS Set 003;259-Letters: Advertising on TV (Mektuplar: TV'de Reklam);B2;"media; advertising; society";Media & Communication
YDS Set 003;260-Life in Space (Uzayda Yaşam);B2;"space; science; technology";Science & Technology
YDS Set 003;261-Life Regrets (Hayat Pişmanlıkları);B2;"life; philosophy; reflection";Ethics & Philosophy
YDS Set 003;262-Like Father, Like Son (Babaya Çeker, Oğul Babaya Çeker);B2;"sociology; family; father-son relationship";Family & Relationships
YDS Set 003;263-Limits: TV-Watching Is Not a Constitutional Right (Sınır Koymak: TV İzlemek Anayasal Bir Hak Değildir);B2;"parenting; media; children";Education
YDS Set 003;264-Logical Sequence (Mantıksal Sıra);B2;"genetics; language; comprehension";Linguistics & Communication
YDS Set 003;265-Loneliness (Yalnızlık);B2;"psychology; society; emotion";Psychology & Health
YDS Set 003;266-Loneliness Prevails (Yalnızlık Hüküm Sürüyor);B2;"psychology; society; loneliness";Psychology & Health
YDS Set 003;267-Love as an Art Form (Bir Sanat Olarak Sevgi);B2;"psychology; philosophy; love";Psychology & Health
YDS Set 003;268-Margaret Mee (Margaret Mee);B2;"biography; art; environment";Art, Music & Literature
YDS Set 003;269-Marketing (Pazarlama);B2;"business; marketing; advertising";Economics & Business
YDS Set 003;270-Marriage: East and West (Evlilik: Doğu ve Batı);B2;"culture; marriage; relationships";Family & Relationships
YDS Set 003;271-Marry Me Not My Money (Benimle Evlen, Paramla Değil);B2;"sociology; marriage; prenuptial agreement";Culture & Society
YDS Set 003;272-Mathematics (Matematik);B2;"science; mathematics; education";Science & Technology
YDS Set 003;273-Meat? No Thanks (Et mi? Hayır Teşekkürler);B2;"health; diet; lifestyle";Health & Medicine
YDS Set 003;274-Medicine in the Seventies (Yetmişlerde Tıp);B2;"health; medicine; history";Health & Medicine
YDS Set 003;275-Meeting the Captain (Kaptanla Tanışma);B2;"story; literature; childhood";Art, Music & Literature
YDS Set 003;276-Melting Pot Or Salad Bowl (Eritme Potası mı Salata Kasesi mi);B2;"sociology; culture; immigration";Culture & Society
YDS Set 003;277-Memory (Hafıza);B2;"psychology; memory; science";Psychology & Health
YDS Set 003;278-Men, Women and Money (Erkekler, Kadınlar ve Para);B2;"psychology; relationships; money";Psychology & Health
YDS Set 003;279-Merchant Of Venom (Zehir Tüccarı);B2;"biology; spiders; venom";Biology & Animals
YDS Set 003;280-Middle East Water: Critical Resource (Orta Doğu Suyu: Kritik Kaynak);B2;"environment; water; politics";Environment & Nature
YDS Set 003;281-Minerals (Mineraller);B2;"health; nutrition; science";Health & Medicine
YDS Set 003;282-Minnie (Minnie);B2;"animals; story; UK";Biology & Animals
YDS Set 003;283-Mission to Mars (Mars'a Görev);B2;"astronomy; space; technology";Astronomy & Space
YDS Set 003;284-Music or Noise? (Müzik ya da Gürültü?);B2;"physics; sound; music";Art, Music & Literature
YDS Set 003;285-Nasa Listens for Space Aliens (Nasa Uzaylıları Dinliyor);B2;"astronomy; space; technology";Astronomy & Space
YDS Set 003;286-Nicotine Addiction (Nikotin Bağımlılığı);B2;"health; smoking; addiction";Psychology & Health
YDS Set 003;287-Nirvana Behind Bars (Parmaklıklar Ardında Nirvana);B2;"health; meditation; prison";Psychology & Health
YDS Set 003;288-Norway and EU (Norveç ve AB);B2;"politics; EU; international relations";Politics & Government
YDS Set 003;289-Nuclear Threat (Nükleer Tehdit);B2;"nuclear; war; science";Science & Technology
YDS Set 003;290-Oceans (Okyanuslar);B2;"environment; oceans; law";Environment & Nature
YDS Set 003;291-Old Friends (Eski Arkadaşlar);B2;"friendship; relationships";Family & Relationships
YDS Set 003;292-Orson Welles (Orson Welles);B2;"biography; film; cinema";Art, Music & Literature
YDS Set 003;293-Over-Amplification (Aşırı Amplifikasyon);B2;"health; hearing; music";Psychology & Health
YDS Set 003;294-Paleogeography (Paleocoğrafya);B2;"science; geology; geography";Environment & Nature
YDS Set 003;295-Parental Authority (Ebeveyn Otoritesi);B2;"psychology; family; parenting";Family & Relationships
YDS Set 003;296-Patterns of Ocean Life (Okyanus Yaşamının Düzenleri);B2;"ecology; environment; science";Environment & Nature
YDS Set 003;297-Penguin Creches (Penguen Kreşleri);B2;"animals; penguins; behavior";Biology & Animals
YDS Set 003;298-Pesticide Control (Böcek İlacı Kontrolü);B2;"environment; agriculture; science";Environment & Nature
YDS Set 003;299-Pollution (1) (Kirlilik 1);B2;"environment; pollution; science";Environment & Nature
YDS Set 003;300-Pollution (2) (Kirlilik 2);B2;"environment; pollution; air";Environment & Nature
YDS Set 003;301-Polystyrene (Polistiren);B2;"environment; pollution; recycling";Environment & Nature
YDS Set 003;302-Population Growth (Nüfus Artışı);B2;"environment; society; economics";Environment & Nature
YDS Set 003;303-Protecting Architectural Heritage (Mimari Mirasın Korunması);B2;"architecture; culture; heritage";Architecture & Urban Planning
YDS Set 003;304-Punishment Takes Many Forms (Cezanın Birçok Biçimi Vardır);B2;"law; justice; prison system";Law & Crime
YDS Set 003;305-Recycling Waste (Atık Geri Dönüşümü);B2;"environment; recycling; waste";Environment & Nature
YDS Set 003;306-Refrigeration (Soğutma);B2;"science; physics; technology";Science & Technology
YDS Set 003;307-Rituals of Marriage in American Culture (Amerikan Kültüründe Evlilik Ritüelleri);B2;"culture; marriage; society";Culture & Society
YDS Set 003;308-Romanies: 1,000 Years on the Road (Romanlar: Yollarda 1.000 Yıl);B2;"history; society; culture";Culture & Society
YDS Set 003;309-Salt (Tuz);B2;"health; food; science";Psychology & Health
YDS Set 003;310-School for Change (Değişim Okulu);B2;"education; international; college";Education
YDS Set 003;311-Science Of The Supermarket (Süpermarketin Bilimi);B2;"psychology; marketing; consumer behavior";Psychology & Health
YDS Set 003;312-Scottish Village Sticks By Its Benefactor (İskoç Köyü Hayırseverine Sahip Çıkıyor);B2;"crime; fraud; embezzlement";Law & Crime
YDS Set 003;313-Sex Discrimination in the Workplace (İşyerinde Cinsiyet Ayrımcılığı);B2;"society; work; women";Culture & Society
YDS Set 003;314-Sharing Harvest (Hasatı Paylaşmak);B2;"art; sharing; nature";Environment & Nature
YDS Set 003;315-Shopaholism (Alışveriş Bağımlılığı);B2;"psychology; money; society";Psychology & Health
YDS Set 003;316-Shoplifting (Mağaza Hırsızlığı);B2;"crime; retail; technology";Science & Technology
YDS Set 003;317-Siblings (Kardeşler);B2;"psychology; birth order; personality";Psychology & Health
YDS Set 003;318-Singapore's Traffic Policy (Singapur'un Trafik Politikası);B2;"society; transport; economics";Culture & Society
YDS Set 003;319-Sir Ernest Shackleton (Sir Ernest Shackleton);B2;"biography; exploration; antarctica";History
YDS Set 003;320-Smoking (Sigara İçmek);B2;"health; smoking; society";Health & Medicine
YDS Set 003;321-Space Tourism (Uzay Turizmi);B2;"space; tourism; technology";Science & Technology
YDS Set 003;322-Space Wardrobe (Uzay Gardırobu);B2;"space; technology; lifestyle";Science & Technology
YDS Set 003;323-Sprinters and Wind (Sprinterlar ve Rüzgar);B2;"sports; physics; science";Science & Technology
YDS Set 003;324-Staying Underwater (Su Altında Kalmak);B2;"history; technology; diving";Science & Technology
YDS Set 003;325-Stolen Innocence (Çalınan Masumiyet);B2;"psychology; crime; family";Psychology & Health
YDS Set 003;326-Stonehenge (Stonehenge);B2;"history; archaeology; UK";History
YDS Set 003;327-Stress (Stres);B2;"health; psychology; science";Psychology & Health
YDS Set 003;328-Success (Başarı);B2;"psychology; society; success";Psychology & Health
YDS Set 003;329-Surgery (Cerrahi);B2;"health; medicine; surgery";Health & Medicine
YDS Set 003;330-Suriname (Surinam);B2;"geography; history; environment";Environment & Nature
YDS Set 003;331-Teenage Vandalism (Gençlik Vandalizmi);B2;"society; youth; crime";Culture & Society
YDS Set 003;332-Teresina (Teresina);B2;"urban; development; environment";Environment & Nature
YDS Set 003;333-The Agony Column (Dert Köşesi);B2;"psychology; media; advice";Psychology & Health
YDS Set 003;334-The Amish and the Kibbutzim (Amishler ve Kibbutzlar);B2;"culture; society; Amish";Culture & Society
YDS Set 003;335-The Ancient History of Sculpture (Heykelin Antik Tarihi);B2;"art; history; sculpture";Art, Music & Literature
YDS Set 003;336-The Art of Thrill (Heyecan Sanatı);B2;"psychology; sensation-seeking; thrill";Psychology & Health
YDS Set 003;337-The Bermuda Triangle (1) (Bermuda Şeytan Üçgeni 1);B2;"mystery; ocean; history";History
YDS Set 003;338-The Bermuda Triangle (2) (Bermuda Şeytan Üçgeni 2);B2;"mystery; ocean; history";History
YDS Set 003;339-The California Gold Rush (Kaliforniya Altin Hücumu);B2;"history; usa; gold";History
YDS Set 003;340-The Cognitive Benefits of Bilingualism (İki Dilliliğin Bilişsel Faydaları);B2;"linguistics; psychology; health";Psychology & Health
YDS Set 003;341-The Cultural Significance of Street Art (Sokak Sanatının Kültürel Önemi);B2;"art; culture; society";Culture & Society
YDS Set 003;342-The Cyclamate Controversy (Siklamat Tartışması);B2;"health; food; science";Psychology & Health
YDS Set 003;343-The Discovery of Penicillin (Penisilinin Keşfi);B2;"medicine; science; history";Science & Technology
YDS Set 003;344-The Discovery of the Electron (Elektronun Keşfi);B2;"science; physics; history";Science & Technology
YDS Set 003;345-The Economic Consequences of Demographic Aging (Demografik Yaşlanmanın Ekonomik Sonuçları);B2;"economics; society; health";Psychology & Health
YDS Set 003;346-The Egyptian Pyramids (Mısır Piramitleri);B2;"history; ancient Egypt; architecture";History
YDS Set 003;347-The Electric Eel (Elektrikli Yılan Balığı);B2;"animals; science; biology";Biology & Animals
YDS Set 003;348-The Emperor Penguin (Imparator Penguen);B2;"animals; nature; antarctica";Biology & Animals
YDS Set 003;349-The Esperanto of Money (Paranın Esperanto'su);B2;"economics; global currency; finance";Economics & Business
YDS Set 003;350-The Fires of Christmas (Noel Yangınları);B2;"news; disaster; environment";Environment & Nature
YDS Set 003;351-The Flea Market (Bit Pazarı);B2;"society; shopping; culture";Culture & Society
YDS Set 003;352-The Great Wall of China (Cin Seddi);B2;"history; china; architecture";History
YDS Set 003;353-The Healing Power of Belief (İnancın İyileştirici Gücü);B2;"health; medicine; psychology";Psychology & Health
YDS Set 003;354-The History of the Internet (İnternetin Tarihi);B2;"technology; history; communication";Science & Technology
YDS Set 003;355-The Human Genome Project (İnsan Genom Projesi);B2;"science; genetics; human genome project";Science & Technology
YDS Set 003;356-The Ik (İkler);B2;"anthropology; culture; tribe";Anthropology & Archaeology
YDS Set 003;357-The Life of Albert Einstein (Albert Einstein'ın Hayatı);B2;"biography; science; history";History
YDS Set 003;358-The Lost Temple Of Java (Java'nın Kayıp Tapınağı);B2;"history; archaeology; Borobudur";History
YDS Set 003;359-The Menace of the Micro (Mikro Tehdidi);B2;"technology; work; future";Science & Technology
YDS Set 003;360-The Middle Ages in Europe (Avrupa'da Orta Çağ);B2;"history; Europe; society";Culture & Society
YDS Set 003;361-The Miracle: Helen Keller (Mucize: Helen Keller);B2;"biography; Helen Keller; disability";History
YDS Set 003;362-The Mohana (Mohanalar);B2;"society; traditional lifestyle; geography";Culture & Society
YDS Set 003;363-The Moon (Ay);B2;"astronomy; science; space";Astronomy & Space
YDS Set 003;364-The Mother of Modern Dance: Martha Graham (Modern Dansın Annesi: Martha Graham);B2;"art; dance; biography";Art, Music & Literature
YDS Set 003;365-The Mystery Of The Disappearing Author (Kaybolan Yazarın Gizemi);B2;"literature; Agatha Christie; mystery";Art, Music & Literature
YDS Set 003;366-The Nomads: Wandering Tribes of Anatolia (Yörükler: Anadolu'nun Göçebe Aşiretleri);B2;"culture; history; sociology";Culture & Society
YDS Set 003;367-The Order of Inventions (Buluşların Sırası);B2;"technology; history; innovation";Science & Technology
YDS Set 003;368-The Philosophical Foundations of Modern Existentialism (Modern Varoluşçuluğun Felsefi Temelleri);B2;"philosophy; culture; psychology";Psychology & Health
YDS Set 003;369-The Power of Body Language (Beden Dilinin Gücü);B2;"communication; psychology; society";Psychology & Health
YDS Set 003;370-The Power of Self-Confidence (Özgüvenin Gücü);B2;"psychology; personal development; self-help";Psychology & Health
YDS Set 003;371-The Qualities We Prize in Our Children (Çocuklarımızda Değer Verdiğimiz Nitelikler);B2;"psychology; society; culture";Culture & Society
YDS Set 003;372-The Shakers (Shakerlar);B2;"religion; history; society";Culture & Society
YDS Set 003;373-The Shame and Pain of Sudden Ruin (Ani Çöküşün Utancı ve Acısı);B2;"crime; corruption; justice";Law & Crime
YDS Set 003;374-The Shame and Pain of Sudden Ruin (Ani Çöküşün Utancı ve Acısı);B2;"news; crime; society";Culture & Society
YDS Set 003;375-The Sociological Implications of Urban Gentrification (Kentsel Soyulamanın Sosyolojik Etkileri);B2;"sociology; urban planning; economics";Culture & Society
YDS Set 003;376-The Story of the Telephone (Telefonun Hikayesi);B2;"history; technology; invention";Science & Technology
YDS Set 003;377-The Story of Vitamin C (C Vitamininin Hikayesi);B2;"health; history; nutrition";Health & Medicine
YDS Set 003;378-The Thrill of Shoplifting (Alışveriş Yapma Heyecanı);B2;"psychology; crime; shoplifting";Psychology & Health
YDS Set 003;379-The Tichborne Case (Tichborne Davası);B2;"law; crime; identity fraud";Law & Crime
YDS Set 003;380-The Tornado (Kasırga);B2;"weather; natural disaster; USA";Environment & Nature
YDS Set 003;381-The Treasure of King Priam of Troy (Kral Priamos'un Hazinesi);B2;"history; archaeology; treasure";History
YDS Set 003;382-The Whale (Balina);B2;"animals; marine biology; science";Biology & Animals
YDS Set 003;383-Three Thousand Years Of World Trade (Üç Bin Yıllık Dünya Ticareti);B2;"history; trade; economics";History
YDS Set 003;384-Tick, Buzz, It's That Time Again (Kene, Vızıltı, Yine O Zaman);B2;"biology; cicadas; insects";Biology & Animals
YDS Set 003;385-Together In Giving (Birlikte Vermek);B2;"sociology; volunteerism; family";Culture & Society
YDS Set 003;386-Towards a Working Renaissance (Bir Çalışma Rönesansına Doğru);B2;"work; society; future";Culture & Society
YDS Set 003;387-Toxic Chemical Leaks (Zehirli Kimyasal Sızıntıları);B2;"environment; pollution; health";Environment & Nature
YDS Set 003;388-Trance (Trans);B2;"psychology; health; hypnosis";Psychology & Health
YDS Set 003;389-Turkey's Unique Geopolitical Position (Türkiye'nin Eşsiz Jeopolitik Konumu);B2;"geography; politics; turkey";Politics & Government
YDS Set 003;390-Turkey's Vision: Inspired by Istanbul (Türkiye'nin Vizyonu: İstanbul'dan İlham Alan);B2;"culture; turkey; politics";Politics & Government
YDS Set 003;391-Turkish Coffee (Türk Kahvesi);B2;"culture; beverages; history";Food & Agriculture
YDS Set 003;392-Two Views of Divorce (Boşanmaya İki Bakış);B2;"sociology; family; marriage";Family & Relationships
YDS Set 003;393-Types Of Love (Aşkın Türleri);B2;"psychology; relationships; love styles";Family & Relationships
YDS Set 003;394-U.S. Public Schools (ABD Devlet Okulları);B2;"education; society; parenting";Education
YDS Set 003;395-Ultrasonics (Ultrasonik);B2;"science; physics; sound";Science & Technology
YDS Set 003;396-Understanding Phobias (Fobileri Anlamak);B2;"psychology; mental health";Psychology & Health
YDS Set 003;397-Understanding Teenage Cults (Gençlik Kültlerini Anlamak);B2;"society; youth; culture";Culture & Society
YDS Set 003;398-Underwater Concerts (Sualtı Konserleri);B2;"music; art; innovation";Art, Music & Literature
YDS Set 003;399-Untitled (Başlıksız) [Bonds and Stocks];B2;"business; finance; economics";Economics & Business
YDS Set 003;400-Venom Therapy (Zehir Tedavisi);B2;"health; medicine; allergy";Health & Medicine
YDS Set 003;401-Visa-Free Travel (Vizesiz Seyahat);B2;"politics; EU; Turkey";Politics & Government
YDS Set 003;402-Vitamins (Vitaminler);B2;"health; nutrition; science";Health & Medicine
YDS Set 003;403-Was It Something They Ate? (Yedikleri Bir Şey miydi?);B2;"health; nutrition; science";Health & Medicine
YDS Set 003;404-Water (Su);B2;"environment; natural resources; sustainability";Environment & Nature
YDS Set 003;405-What Do Most People Regret? (Çoğu İnsan Neyden Pişmanlık Duyar?);B2;"psychology; regret; emotion";Psychology & Health
YDS Set 003;406-Who Talks More, Men Or Women? (Kim Daha Çok Konuşur, Erkekler mi Kadınlar mı?);B2;"sociology; gender; communication";Culture & Society
YDS Set 003;407-Why Rock Fans Faint (Rock Hayranları Neden Bayılır);B2;"health; medicine; fainting";Health & Medicine
YDS Set 003;408-Wind (Rüzgar);B2;"science; weather; environment";Environment & Nature
YDS Set 003;409-Wind Power (Rüzgar Enerjisi);B2;"energy; environment; technology";Environment & Nature
YDS Set 003;410-Work Matters (İşin Önemi);B2;"work; career; aviation";Economics & Business
YDS Set 003;411-World Economic Forum (Dünya Ekonomik Forumu);B2;"economics; Turkey; international";Economics & Business
YDS Set 003;412-Young City Builders (Genç Şehir İnşacıları);B2;"education; children; urban planning";Education
YDS Set 003;413-Your Personality and Your Heart (Kişiliğiniz ve Kalbiniz);B2;"health; psychology; personality";Psychology & Health
YDS Set 004;"414-""To Sleep, Perchance to Dream..."" (Uyumak, Belki de Rüya Görmek...)";C1;"health; sleep; psychology";Psychology & Health
YDS Set 004;415-A Good Life (İyi Bir Yaşam);C1;"health; longevity; lifestyle";Health & Medicine
YDS Set 004;416-A High Price To Pay (Karma Eğitim: Ödenmesi Gereken Yüksek Bir Bedel);C1;"education; gender; co-education";Women's Studies & Feminism
YDS Set 004;417-A Land of Immigrants (Bir Göçmenler Ülkesi);C1;"history; society; immigration";History
YDS Set 004;418-A Lonely Paradise (Yalnız Bir Cennet);C1;"geography; society; culture";Culture & Society
YDS Set 004;419-A Misunderstanding (Bir Yanlış Anlama);C1;"story; humour; human interest";Personal Stories & Human Interest
YDS Set 004;420-A Nation of Nicknames (Bir Takma Adlar Ulusu);C1;"culture; USA; nicknames";Culture & Society
YDS Set 004;421-A Tribe Faced with Extinction (Yok Olma Tehlikesiyle Karşı Karşıya Bir Kabile);C1;"culture; indigenous people; Amazon";Culture & Society
YDS Set 004;422-Acid Rain (Asit Yağmuru);C1;"environment; pollution; science";Environment & Nature
YDS Set 004;423-Acupuncture (Akupunktur);C1;"health; medicine; alternative medicine";Health & Medicine
YDS Set 004;424-Alexander the Great (Büyük İskender);C1;"history; biography; war";History
YDS Set 004;425-Alfred Nobel (Alfred Nobel);C1;"biography; invention; peace";History
YDS Set 004;426-Amaranth (Amarant);C1;"food; agriculture; nutrition";Food & Agriculture
YDS Set 004;427-An Ancient Disk's Secret Message (Antik Bir Diskin Gizli Mesajı);C1;"history; archaeology; Phaistos Disk";History
YDS Set 004;428-Animal Behavior (Hayvan Davranışı);C1;"biology; animal behavior; imprinting";Biology & Animals
YDS Set 004;429-Anthropology (Antropoloji);C1;"anthropology; social science; culture";Culture & Society
YDS Set 004;430-Antiques Repairs (Antika Onarımları);C1;"story; humour; business";Personal Stories & Human Interest
YDS Set 004;431-Antiseptics (Antiseptikler);C1;"health; medicine; science";Health & Medicine
YDS Set 004;432-Aquifers (Akiferler);C1;"environment; geology; water";Environment & Nature
YDS Set 004;"433-Are We Living In A Walk-On-By Society? (Bir ""Görmezden Gel"" Toplumunda mı Yaşıyoruz?)";C1;"sociology; active citizenship; social responsibility";Disability & Social Rights
YDS Set 004;434-Are We Really That Different? (Gerçekten Bu Kadar Farklı mıyız?);C1;"culture; stereotypes; generalizations";Culture & Society
YDS Set 004;435-Arnold's Dream (Arnold'un Hayali);C1;"biography; Arnold Schwarzenegger; success";History
YDS Set 004;436-Artificial Intelligence (Yapay Zeka);C1;"technology; future; science";Science & Technology
YDS Set 004;437-Aspirin: The Miracle Drug (Aspirin: Mucize İlaç);C1;"medicine; history; science";Science & Technology
YDS Set 004;438-Atoms (1) (Atomlar 1);C1;"science; chemistry; physics";Science & Technology
YDS Set 004;439-Atoms (2) (Atomlar 2);C1;"science; physics; chemistry";Science & Technology
YDS Set 004;440-Bad Water (Kirli Su);C1;"environment; water; pollution";Environment & Nature
YDS Set 004;441-Ban Cloning Or Not? (Klonlama Yasaklansın mı, Yasaklanmasın mı?);C1;"biology; cloning; ethics";Biology & Animals
YDS Set 004;442-Bin Laden's Bad Bet (Bin Ladin'in Kötü Bahsi);C1;"politics; terrorism; Islam";Politics & Government
YDS Set 004;443-Black Holes (Kara Delikler);C1;"astronomy; black holes; physics";Science & Technology
YDS Set 004;444-Brain Gene 'Clue To Ageing' (Beyin Geni 'Yaşlanmanın İpucu');C1;"biology; genetics; aging";Biology & Animals
YDS Set 004;445-Can Laws Stop The Obsessed? (Yasalar Takıntılıları Durdurabilir mi?);C1;"law; psychology; stalking";Psychology & Health
YDS Set 004;446-Can Mediation Produce Justice? (Arabuluculuk Adalet Sağlayabilir mi?);C1;"law; restorative justice; mediation";Law & Crime
YDS Set 004;447-Career Development (Kariyer Gelişimi);C1;"career; business; management";Economics & Business
YDS Set 004;448-Causes of Endangerment (Nesli Tükenme Nedenleri);C1;"environment; endangered species; habitat loss";Environment & Nature
YDS Set 004;449-Chaos Theory (Kaos Teorisi);C1;"science; mathematics; chaos theory";Science & Technology
YDS Set 004;450-Chaos Theory (Kaos Teorisi);C1;"science; mathematics; chaos theory";Science & Technology
YDS Set 004;451-Chaos Theory and Education (Kaos Teorisi ve Eğitim);C1;"education; chaos theory; teaching";Education
YDS Set 004;452-China Works To Put Astronauts In Orbit (Çin Astronotları Yörüngeye Yerleştirmek İçin Çalışıyor);C1;"space; China; astronauts";Astronomy & Space
YDS Set 004;453-Cloning is Moral (Klonlamak Ahlakidir);C1;"ethics; cloning; science";Law & Crime
YDS Set 004;454-Cloning The New Babes (Yeni Bebekleri Klonlamak);C1;"biology; cloning; organ transplant";Biology & Animals
YDS Set 004;455-Commissioner Füle's Speech (Komiser Füle'nin Konuşması);C1;"politics; EU; Turkey";Politics & Government
YDS Set 004;456-Conformity (Uyma Davranışı);C1;"psychology; social influence; conformity";Psychology & Health
YDS Set 004;457-Criminal Rehabilitation (Suçlu Rehabilitasyonu);C1;"law; criminal justice; prison";Law & Crime
YDS Set 004;458-Cyprus Problem (Kıbrıs Sorunu);C1;"politics; Cyprus; EU";Politics & Government
YDS Set 004;459-Designer Babies (Tasarım Bebekler);C1;"ethics; genetics; genetic engineering";Science & Technology
YDS Set 004;460-Difficulty Concentrating (Konsantre Olma Zorluğu);C1;"health; psychology; lifestyle";Psychology & Health
YDS Set 004;461-DNA Fingerprinting (DNA Parmak İzi);C1;"genetics; forensic science; DNA";Science & Technology
YDS Set 004;462-DNA Helps Solve Crime (DNA Suç Çözümüne Yardımcı Oluyor);C1;"forensic science; DNA; criminal justice";Law & Crime
YDS Set 004;463-Do Men And Women Speak The Same Language? (Kadınlar ve Erkekler Aynı Dili mi Konuşur?);C1;"sociology; linguistics; gender";Culture & Society
YDS Set 004;464-E.T, You May Be Home Already (E.T., Zaten Evde Olabilirsin);C1;"astronomy; astrobiology; life on Mars";Astronomy & Space
YDS Set 004;465-Economic Growth (Ekonomik Büyüme);C1;"economics; GDP; growth";Economics & Business
YDS Set 004;466-Economic Growth (Ekonomik Büyüme);C1;"economics; GDP; growth";Economics & Business
YDS Set 004;467-Electric Lighting (Elektrikli Aydınlatma);C1;"technology; environment; light pollution";Environment & Nature
YDS Set 004;468-Embryo Screening is Here (Embriyo Taraması Burada);C1;"ethics; genetics; medicine";Science & Technology
YDS Set 004;469-English (Ingilizce);C1;"language; history; linguistics";Linguistics & Communication
YDS Set 004;470-Enter A New World (Yeni Bir Dünyaya Giriş);C1;"technology; virtual reality; VR";Science & Technology
YDS Set 004;471-Era of High-Tech Pollution (Yüksek Teknoloji Kirliliği Çağı);C1;"environment; e-waste; recycling";Environment & Nature
YDS Set 004;472-EU Communication Activities (AB İletişim Faaliyetleri);C1;"EU; politics; Turkey";Politics & Government
YDS Set 004;473-EU Parliament Resolution (AP Türkiye Raporu);C1;"politics; EU; Turkey";Politics & Government
YDS Set 004;474-EU Peace Project (AB Barış Projesi);C1;"EU; peace; politics";Politics & Government
YDS Set 004;475-EU Presidency Critique (AB Dönem Başkanlığı Eleştirisi);C1;"EU; politics; criticism";Politics & Government
YDS Set 004;476-EU Standards (AB Standartları);C1;"EU; Turkey; standards";Psychology & Health
YDS Set 004;477-Europe's Transformative Power (Avrupa'nın Dönüştürücü Gücü);C1;"politics; EU; soft power";Politics & Government
YDS Set 004;478-EverQuest - Farewell To Violence (EverQuest - Şiddete Elveda);C1;"technology; gaming; online games";Science & Technology
YDS Set 004;479-Extreme Standards of Beauty (Aşırı Güzellik Standartları);C1;"sociology; beauty standards; body image";Culture & Society
YDS Set 004;480-February 28 Process (28 Şubat Süreci);C1;"politics; Turkey; history";Politics & Government
YDS Set 004;481-Genetic Geography (Genetik Coğrafya);C1;"science; genetics; biology";Science & Technology
YDS Set 004;482-Genetic Manipulation (Genetik Manipülasyon);C1;"science; genetics; biology";Science & Technology
YDS Set 004;483-Genetic Manipulation (Genetik Manipülasyon);C1;"science; genetics; DNA";Science & Technology
YDS Set 004;484-Genetically Altered Food (Genetiği Değiştirilmiş Gıda);C1;"biology; GMO; food";Food & Agriculture
YDS Set 004;485-Girl Power (Kız Gücü);C1;"sociology; gender; sports";Sports
YDS Set 004;486-Globalization (Küreselleşme);C1;"economics; globalization; culture";Economics & Business
YDS Set 004;487-Globalization (Küreselleşme);C1;"globalization; economy; society";Culture & Society
YDS Set 004;488-Greek and Roman History (Yunan ve Roma Tarihi);C1;"history; archaeology";History
YDS Set 004;489-Harvey Oswald (Harvey Oswald);C1;"ethics; journalism; media";Media & Communication
YDS Set 004;490-Healing Illnesses (Hastalıkları İyileştirmek);C1;"health; medicine; mind-body connection";Health & Medicine
YDS Set 004;491-How Europe Fails Its Young (Avrupa Gençlerini Nasıl Hayal Kırıklığına Uğratıyor);C1;"education; Europe; universities";Education
YDS Set 004;492-How Lunar Eclipses Have Changed History (Ay Tutulmaları Tarihi Nasıl Değiştirdi);C1;"astronomy; history; lunar eclipse";History
YDS Set 004;493-How the IMF Became Part of the Problem (IMF Nasıl Sorunun Bir Parçası Haline Geldi);C1;"economics; IMF; crisis";Economics & Business
YDS Set 004;494-Iceland's Blond Ambition (İzlanda'nın Sarışın Hırsı);C1;"biology; genetics; Iceland";Biology & Animals
YDS Set 004;495-Illusions (Yanılsamalar);C1;"psychology; perception; illusions";Psychology & Health
YDS Set 004;496-IMF Lost its Purpose (IMF Amacını Kaybetti);C1;"economics; IMF; global finance";Economics & Business
YDS Set 004;497-Influencing Pro-social Behavior (Prososyal Davranışı Etkileyen Faktörler);C1;"psychology; social behavior; altruism";Psychology & Health
YDS Set 004;498-Into The Clouds Of Everest (Everest'in Bulutlarına Doğru);C1;"history; exploration; mountaineering";History
YDS Set 004;499-Japanese Style In Decision Making (Karar Vermede Japon Tarzı);C1;"business; culture; decision making";Culture & Society
YDS Set 004;500-Keeping Our Distance (Mesafemizi Korumak);C1;"psychology; proxemics; personal space";Psychology & Health
YDS Set 004;501-Kids Go Through The Euroblender (Çocuklar Avrupa Blendırından Geçiyor);C1;"sociology; Europe; youth";Culture & Society
YDS Set 004;502-Kings Of Spray (Spreyin Kralları);C1;"art; graffiti; culture";Art, Music & Literature
YDS Set 004;503-Language And Sex (Dil ve Cinsiyet);C1;"sociology; linguistics; gender";Culture & Society
YDS Set 004;504-Language for Chimps (Simpanslar icin Dil);C1;"animals; science; language";Linguistics & Communication
YDS Set 004;505-Lasers (Lazerler);C1;"technology; lasers; science";Science & Technology
YDS Set 004;506-Last Brick In The Kinder Gulag (Çocuk Gulag'ında Son Tuğla);C1;"politics; USA; schools";Politics & Government
