passage_title;idx;sentence_en;sentence_tr
225-Global Warming (Küresel Isınma);10;And the concerning tendency may be for the nineties to be even hotter than the record-breaking eighties. And the concerning tendency may be for the nineties to be even hotter.;Ve endişe verici eğilim, doksanların rekor kıran seksenlerden bile daha sıcak olması yönünde olabilir.
227-Gregory Mendel (Gregor Mendel);1;An Augustinian monk named Gregory Mendel was the first person to make precise and systematic observations about the biological mechanism of inheritance.;Gregory Mendel adında bir Augustinian rahibi, kalıtımın biyolojik mekanizması hakkında kesin ve sistematik gözlemler yapan ilk kişiydi.
227-Gregory Mendel (Gregor Mendel);2;This happened over a hundred years ago in an Austrian monastery, where Mendel spent his leisure hours performing careful experiments with pea plants of different types.;Bu yüz yıldan fazla bir süre önce bir Avusturya manastırında oldu ve Mendel boş zamanlarını farklı türdeki bezelye bitkileriyle dikkatli deneyler yaparak geçirdi.
227-Gregory Mendel (Gregor Mendel);3;He crossed them meticulously and took detailed notes about the appearance of various traits, or characteristics, in succeeding generations of plants. From his observations, Mendel formed a set of rules.;Onları titizlikle çaprazladı ve sonraki nesil bitkilerde çeşitli özelliklerin veya karakteristiklerin görünümü hakkında ayrıntılı notlar aldı. Mendel, gözlemlerinden bir dizi kural oluşturdu.
227-Gregory Mendel (Gregor Mendel);4;These rules, now known as the 'Mendelian Laws of Inheritance', were found to apply not only to plants but to animals and human beings as well.;Şimdi 'Mendel Kalıtım Yasaları' olarak bilinen bu kuralların yalnızca bitkiler için değil, hayvanlar ve insanlar için de geçerli olduğu bulundu.
227-Gregory Mendel (Gregor Mendel);5;This was the true beginning of the modern science of genetics, a field that has revolutionized our understanding of life and heredity. This was the beginning of the modern science of genetics.;Bu, yaşam ve kalıtım anlayışımızda devrim yaratan bir alan olan modern genetik biliminin gerçek başlangıcıydı.
228-Happiness is a Choice (Mutluluk Bir Seçimdir);1;This is a surprisingly common one.;Bu şaşırtıcı bir şekilde alışılagelmiş bir şey.
228-Happiness is a Choice (Mutluluk Bir Seçimdir);2;Many did not realize until the end that happiness is a choice.;Çoğu insan sona yaklaşmadan mutluluğun bir seçim olduğunun farkına varmaz.
228-Happiness is a Choice (Mutluluk Bir Seçimdir);3;They had stayed stuck in old patterns and habits.;Eski kalıp ve alışkanlıklara takılıp kalmışlardır.
228-Happiness is a Choice (Mutluluk Bir Seçimdir);4;The so-called 'comfort' of familiarity overflowed into their emotions, as well as their physical lives.;Sözde rahat yaşamaya olan yatkınlıkları, fiziksel hayatlarının yanı sıra, duygularını da esir almıştır.
228-Happiness is a Choice (Mutluluk Bir Seçimdir);5;Fear of change had them pretending to others, and to their selves, that they were content.;Değişim korkusu, onların başkalarının hoşnutluğunu kazanmak için numara yapmasına neden oluyordu.
228-Happiness is a Choice (Mutluluk Bir Seçimdir);6;When deep within, they longed to laugh properly and have silliness in their life again.;Derinliklere inildiğinde, doğru dürüst gülmeyi ve hayatlarındaki saçmalığı tekrar arzu ediyorlardı.
229-Healthy Eating for Diabetics (Diyabetikler İçin Sağlıklı Beslenme);1;Most of the critical functions of the human body are constantly controlled by various types of hormones.;İnsan vücudunun kritik işlevlerinin çoğu, çeşitli hormon türleri tarafından sürekli olarak kontrol edilmektedir.
229-Healthy Eating for Diabetics (Diyabetikler İçin Sağlıklı Beslenme);2;Insulin, a vital hormone produced by the pancreas, controls the sugar in the blood to generate energy.;Pankreas tarafından üretilen hayati bir hormon olan insülin, enerji üretmek için kandaki şekeri kontrol eder.
229-Healthy Eating for Diabetics (Diyabetikler İçin Sağlıklı Beslenme);3;The completely insufficient production of insulin within the body quickly leads to a common disorder called diabetes.;Vücuttaki insülin üretiminin tamamen yetersiz olması, diyabet adı verilen yaygın bir rahatsızlığa hızla yol açar.
229-Healthy Eating for Diabetics (Diyabetikler İçin Sağlıklı Beslenme);4;Having diabetes certainly does not mean giving up all your favorite foods and eating completely differently from others.;Diyabet hastası olmak kesinlikle en sevdiğiniz tüm yiyeceklerden vazgeçmek ve diğerlerinden tamamen farklı beslenmek anlamına gelmez.
229-Healthy Eating for Diabetics (Diyabetikler İçin Sağlıklı Beslenme);5;However, a strictly sugar-free diet still remains the absolute cornerstone of the successful medical treatment of diabetes.;Bununla birlikte, kesinlikle şekersiz bir diyet diyabetin başarılı tıbbi tedavisinin mutlak temel taşı olmaya devam etmektedir.
229-Healthy Eating for Diabetics (Diyabetikler İçin Sağlıklı Beslenme);6;Doctors highly recommend that people with diabetes should definitely follow a carefully well-balanced and exceptionally healthy diet.;Doktorlar, diyabetli kişilerin kesinlikle özenle dengelenmiş ve son derece sağlıklı bir diyet izlemelerini şiddetle tavsiye etmektedir.
229-Healthy Eating for Diabetics (Diyabetikler İçin Sağlıklı Beslenme);7;The British Diabetic Association strongly recommends controlling body weight and significantly reducing daily dietary fat consumption.;İngiliz Diyabet Derneği, vücut ağırlığının kontrol edilmesini ve günlük diyet yağ tüketiminin önemli ölçüde azaltılmasını güçlü bir şekilde tavsiye etmektedir.
229-Healthy Eating for Diabetics (Diyabetikler İçin Sağlıklı Beslenme);8;Aiming for a wonderfully slow but steady weight loss of one kilogram per week is considered ideal.;Haftada bir kilogramlık, harika derecede yavaş ama istikrarlı bir kilo kaybı hedeflemek ideal kabul edilir.
229-Healthy Eating for Diabetics (Diyabetikler İçin Sağlıklı Beslenme);9;It is also highly advisable to strictly avoid cooking delicious meals using large and unhealthy amounts of fat.;Lezzetli yemekleri büyük ve sağlıksız miktarlarda yağ kullanarak pişirmekten kesinlikle kaçınılması da son derece tavsiye edilir.
229-Healthy Eating for Diabetics (Diyabetikler İçin Sağlıklı Beslenme);10;Removing the skin from chicken and using fat-free milk are excellent ways of effectively reducing dietary fat.;Tavuğun derisini çıkarmak ve yağsız süt kullanmak, diyet yağını etkili bir şekilde azaltmanın mükemmel yollarıdır.
229-Healthy Eating for Diabetics (Diyabetikler İçin Sağlıklı Beslenme);11;Eating plenty of fresh fruit and vegetables is highly recommended for successfully maintaining healthy blood sugar levels.;Sağlıklı kan şekeri seviyelerini başarıyla korumak için bol miktarda taze meyve ve sebze yemek şiddetle tavsiye edilir.
230-Heat-waves (Isı Dalgaları);1;Heat-waves, if the temperature is high enough, above 40C , for instance, lead to wilting and even death in plants because of structural damage to essential proteins.;Isı dalgaları, eğer sıcaklık yeterince yüksekse, örneğin 40 derecenin üzerindeyse, hayati öneme sahip proteinlerdeki hasardan dolayı bitkilerde solmaya ve ölüme bile yol açabilir.
230-Heat-waves (Isı Dalgaları);2;The problem is that plants react by closing their pores when due to a serious heat-wave, they are subjected to water stress, so shutting down on transpiration and conserving water.;Sorun bitkilerin ciddi ısı dalgasıyla karşılaştığı zaman gözeneklerini kapatarak reaksiyon vermesidir, bitkiler su basıncına maruz kalıyorlar bu yüzden terleme oluşturmak ve suyu muhafaza etmek için kapanıyorlar.
231-Henry Ford (Henry Ford);1;Henry Ford did not invent the automobile or the assembly line, but his perfected versions of them made him one of the richest and most powerful men in America.;Henry Ford, otomobili veya montaj hattını icat etmedi, ancak onların mükemmelleştirilmiş versiyonları onu Amerika'nın en zengin ve en güçlü adamlarından biri yaptı.
231-Henry Ford (Henry Ford);2;Ford envisioned a car for the masses, and when he introduced the moving assembly line, the mass-produced Model T revolutionized the auto industry.;Ford, kitleler için bir araba hayal etti ve hareketli montaj hattını tanıttığında, seri üretilen Model T, otomotiv endüstrisinde devrim yarattı.
231-Henry Ford (Henry Ford);3;By 1914, Ford motors had turned out 248,000 Model T's, almost half of all autos, produced at the rate of one every 24 seconds.;1914'e kadar Ford motorları, saniyede bir üretim hızıyla tüm otomobillerin neredeyse yarısı olan 248.000 Model T üretti.
231-Henry Ford (Henry Ford);4;Ford paid his workers five dollars per day, almost double the going rate, to keep them from quitting the monotonous assembly line and to enable them to buy Fords.;Ford, işçilerinin monoton montaj hattından ayrılmalarını önlemek ve onların Ford satın almalarını sağlamak için işçilerine günlük neredeyse iki katı olan beş dolar ödedi.
231-Henry Ford (Henry Ford);5;The Model T revolutionized American life, and when Congress enacted highway-fund legislation in 1916, the auto industry became the keystone of the American economy.;Model T, Amerikan yaşamında devrim yarattı ve 1916'da Kongre otoyol fonu mevzuatını çıkardığında, otomotiv endüstrisi Amerikan ekonomisinin temel taşı haline geldi.
231-Henry Ford (Henry Ford);6;"Henry Ford cared little for social improvements; he was autocratic and conservative, tyrannizing his workers and firing anyone caught driving a competitor's model.";"Henry Ford, sosyal iyileştirmeleri pek umursamadı; otokratik ve muhafazakardı, işçilerine zorbalık ediyor ve bir rakibin modelini kullanırken yakalanan herkesi kovuyordu."
231-Henry Ford (Henry Ford);7;"Ford's conservatism spilled over into his political beliefs; he was an isolationist and an outspoken anti-Semite, using his newspaper to spread anti-Jewish propaganda.";"Ford'un muhafazakarlığı siyasi inançlarına da yansıdı; bir izolasyonist ve açık sözlü bir Yahudi aleyhtarıydı, gazetesini Yahudi karşıtı propaganda yaymak için kullandı."
231-Henry Ford (Henry Ford);8;Ford's conservative, stubborn streak cost him in the long run, as Ford Motors slipped behind more aggressive competitors like General Motors.;Ford'un muhafazakar, inatçı çizgisi uzun vadede ona pahalıya mal oldu, çünkü Ford Motors, General Motors gibi daha agresif rakiplerin gerisinde kaldı.
232-History of Astronomy (Astronomi Tarihi);1;People have been struggling to understand the universe since ancient times.;İnsanlar eski çağlardan beri evreni anlamak için mücadele etmektedirler.
232-History of Astronomy (Astronomi Tarihi);2;Thales provided the important bridge between the world of myth and the world of reason.;Thales, efsane dünyası ile akıl dünyası arasındaki önemli köprüyü sağlamıştır.
232-History of Astronomy (Astronomi Tarihi);3;He successfully used the astronomical records of the Babylonians and Egyptians to predict a solar eclipse.;Güneş tutulmasını tahmin etmek için Babillilerin ve Mısırlıların astronomik kayıtlarını başarıyla kullanmıştır.
232-History of Astronomy (Astronomi Tarihi);4;Aristotle believed that the Earth was round and was at the center of the Universe.;Aristo, Dünya'nın yuvarlak olduğuna ve Evren'in merkezinde bulunduğuna inanıyordu.
232-History of Astronomy (Astronomi Tarihi);5;Claudius Ptolemaeus was the first astronomer to make truly scientific maps of the heavens.;Claudius Ptolemaeus, göklerin gerçekten bilimsel haritalarını yapan ilk gökbilimciydi.
232-History of Astronomy (Astronomi Tarihi);6;Like previous astronomers, he incorrectly thought that the Sun, Moon, and other planets circled the Earth.;Önceki gökbilimciler gibi o da yanlış bir şekilde Güneş, Ay ve diğer gezegenlerin Dünya'nın etrafında döndüğünü düşünüyordu.
232-History of Astronomy (Astronomi Tarihi);7;The Earth-centered view of the Universe was widely accepted for about fifteen hundred years.;Evrenin Dünya merkezli görünümü yaklaşık bin beş yüz yıl boyunca geniş çapta kabul görmüştür.
232-History of Astronomy (Astronomi Tarihi);8;Later, the Polish monk Nicolaus Copernicus accurately suggested that the Sun was at the center of the Universe.;Daha sonra, Polonyalı keşiş Nicolaus Copernicus, Güneş'in Evren'in merkezinde olduğunu doğru bir şekilde öne sürmüştür.
232-History of Astronomy (Astronomi Tarihi);9;The two events most responsible for the acceptance of his views were Tycho Brahe's precise observations and Galileo's telescope.;Onun görüşlerinin kabul edilmesinde en çok rol oynayan iki olay, Tycho Brahe'nin kesin gözlemleri ve Galileo'nun teleskobuydu.
232-History of Astronomy (Astronomi Tarihi);10;Galileo's incredible telescope revealed a miniature version of Copernicus's solar system with moving moons.;Galileo'nun inanılmaz teleskobu, Copernicus'un güneş sisteminin hareket eden uydulara sahip minyatür bir versiyonunu ortaya çıkardı.
232-History of Astronomy (Astronomi Tarihi);11;Isaac Newton developed mathematical laws that effectively explained how objects move on Earth and in space.;Isaac Newton, nesnelerin Dünya'da ve uzayda nasıl hareket ettiğini etkili bir şekilde açıklayan matematiksel yasalar geliştirdi.
232-History of Astronomy (Astronomi Tarihi);12;Finally, Albert Einstein proposed a brilliant description of the Universe based on his Theory of General Relativity.;Son olarak Albert Einstein, Genel Görelilik Teorisi'ne dayanan parlak bir Evren tanımı önerdi.
233-History of Farming (Tarım Tarihi);1;Knowledge of farming was brought into Central Europe by enterprising immigrants from the Middle East and appears to have spread widely and rapidly during the 5th millennium B.C.;Tarım bilgisi, Orta Doğu'dan gelen girişimci göçmenler tarafından Orta Avrupa'ya getirildi ve MÖ 5. binyılda geniş çapta ve hızla yayılmış gibi görünüyor.
233-History of Farming (Tarım Tarihi);2;This rapid spread was greatly encouraged by the presence of extensive areas of fertile soils which could be worked easily and successfully by the fairly simple techniques and equipment of the first farmers.;Bu hızlı yayılma, ilk çiftçilerin oldukça basit teknikleri ve ekipmanlarıyla kolayca ve başarılı bir şekilde işlenebilen geniş verimli toprak alanlarının varlığıyla büyük ölçüde teşvik edildi.
233-History of Farming (Tarım Tarihi);3;Access to this highly desirable and productive soil was made easy by the use of natural routes along major waterways, such as the Danube and the Rhine rivers.;Bu son derece arzu edilen ve verimli topraklara erişim, Tuna ve Ren nehirleri gibi büyük su yolları boyunca uzanan doğal yolların kullanılmasıyla kolaylaştırıldı.
233-History of Farming (Tarım Tarihi);4;These favorable factors helped the peasant farming economy to successfully adjust to the new environment and thrive, establishing a foundation for future growth.;Bu olumlu faktörler, köylü tarım ekonomisinin yeni ortama başarılı bir şekilde uyum sağlamasına ve gelişmesine yardımcı olarak gelecekteki büyüme için bir temel oluşturdu.
233-History of Farming (Tarım Tarihi);5;Without this successful and rapid adjustment to the environment, there would have been little opportunity for further advance, either in technology or in social organization, in the region.;Çevreye yönelik bu başarılı ve hızlı uyum olmadan, bölgede ne teknolojide ne de sosyal organizasyonda daha fazla ilerleme için çok az fırsat olurdu.
233-History of Farming (Tarım Tarihi);6;The earliest farmers brought with them a comprehensive knowledge of agriculture and of related crafts and skills which had been developed over centuries in the Middle East.;İlk çiftçiler, yüzyıllar boyunca Orta Doğu'da geliştirilmiş olan tarım ve ilgili zanaat ve beceriler hakkında kapsamlı bir bilgiyi beraberlerinde getirdiler.
233-History of Farming (Tarım Tarihi);7;These essential skills included such techniques as the making of pottery and stone tools, and the building of durable houses and farm buildings, all crucial for settled life.;Bu temel beceriler, çanak çömlek ve taş alet yapımı, dayanıklı evler ve çiftlik binaları inşa etme gibi yerleşik yaşam için çok önemli olan teknikleri içeriyordu.
233-History of Farming (Tarım Tarihi);8;The advance from a hunting and gathering to a farming economy was important not only in respect of more reliable food-winning, but also because the yearly farming cycle provided the farmers with a rest from the continual search for food.;Avcılık ve toplayıcılıktan tarım ekonomisine geçiş, yalnızca daha güvenilir gıda elde etme açısından değil, aynı zamanda yıllık tarım döngüsünün çiftçilere sürekli yiyecek arama işinden bir dinlenme sağlaması nedeniyle de önemliydi.
233-History of Farming (Tarım Tarihi);9;The hunting economy normally demanded full-time, exhausting hard work to get enough food to survive, leaving little time for other pursuits. The hunting economy normally demanded full-time hard work.;Avcılık ekonomisi normalde hayatta kalmak için yeterli yiyeceği elde etmek için tam zamanlı, yorucu sıkı çalışma gerektiriyor ve diğer uğraşlar için çok az zaman bırakıyordu.
233-History of Farming (Tarım Tarihi);10;House construction, too, needed to adapt to the new and different climate. Whereas, the flat-roofed, sun-dried mud-brick houses of the Middle East were ideally suited to its warm, dry climate, the moist European climate required something more suitable.;Ev inşaatının da yeni ve farklı iklime uyum sağlaması gerekiyordu. Orta Doğu'nun düz çatılı, güneşte kurutulmuş kerpiç evleri sıcak, kurak iklimine ideal bir şekilde uygunken, nemli Avrupa iklimi daha uygun bir şey gerektiriyordu.
234-History of Space Travel (Uzay Seyahati Tarihi);1;After living on Earth for centuries, some people decided to explore life outside the Earth.;Yüzyıllar boyunca Dünya'da yaşadıktan sonra, bazı insanlar Dünya dışındaki yaşamı keşfetmeye karar verdiler.
234-History of Space Travel (Uzay Seyahati Tarihi);2;The theory of space flight was studied by many brilliant men over a period of nearly three centuries.;Uzay uçuşu teorisi, yaklaşık üç yüzyıllık bir süre boyunca birçok parlak bilim insanı tarafından incelendi.
234-History of Space Travel (Uzay Seyahati Tarihi);3;Johannes Kepler was a German mathematician who worked out the equations for orbiting planets and their satellites.;Johannes Kepler, yörüngedeki gezegenler ve onların uyduları için denklemleri çözen Alman bir matematikçiydi.
234-History of Space Travel (Uzay Seyahati Tarihi);4;Isaac Newton established the basic laws of force, motion, and gravitation in his famous single book.;Isaac Newton kuvvet, hareket ve yerçekiminin temel yasalarını o ünlü tek kitabında kurmuştur.
234-History of Space Travel (Uzay Seyahati Tarihi);5;Konstantin Tsiolkovsky was the first to figure out all the basic equations for rocketry without launching a single rocket.;Konstantin Tsiolkovsky, tek bir roket fırlatmadan roketçiliğin tüm temel denklemlerini çözen ilk kişiydi.
234-History of Space Travel (Uzay Seyahati Tarihi);6;He concluded that space travel was a distinct possibility and that it was actually man's destiny.;Uzay seyahatinin belirgin bir olasılık olduğu ve bunun aslında insanın kaderi olduğu sonucuna varmıştır.
234-History of Space Travel (Uzay Seyahati Tarihi);7;Robert Goddard designed, built, and flew rockets, proving that the theory of space travel was completely true.;"Robert Goddard roketler tasarladı, inşa etti ve uçurdu; böylece uzay seyahati teorisinin tamamen doğru olduğunu kanıtladı."
234-History of Space Travel (Uzay Seyahati Tarihi);8;In 1926, he successfully launched the world's very first liquid-fueled rocket during his experiments in New Mexico.;1926'da New Mexico'daki deneyleri sırasında dünyanın ilk sıvı yakıtlı roketini başarıyla fırlattı.
234-History of Space Travel (Uzay Seyahati Tarihi);9;Hermann Oberth was another man who became determined to find a way to travel to space.;Hermann Oberth, uzaya seyahat etmenin bir yolunu bulmaya kararlı hale gelen bir başka adamdı.
234-History of Space Travel (Uzay Seyahati Tarihi);10;He independently determined the exact same rocketry principles as Tsiolkovsky and Goddard had done before him.;Kendisinden önce Tsiolkovsky ve Goddard'ın yaptığı roketçilik ilkelerinin tamamen aynısını bağımsız olarak belirledi.
234-History of Space Travel (Uzay Seyahati Tarihi);11;Oberth uniquely made the world believe that the rocket was something to take seriously as a space vehicle.;Oberth, benzersiz bir şekilde dünyanın, roketin bir uzay aracı olarak ciddiye alınması gereken bir şey olduğuna inanmasını sağladı.
234-History of Space Travel (Uzay Seyahati Tarihi);12;He was the only one who lived to see men travel through space and successfully land on the moon.;O, insanların uzayda seyahat ettiğini ve aya başarıyla indiğini görecek kadar yaşayan tek kişiydi.
235-Hospital Conditions (Hastane Koşulları);1;Want, neglect, confusion and misery in every shape and in every degree of intensity filled the endless corridors of the hospital.;İstek, ihmal, kargaşa ve sefalet her şekilde ve her yoğunluk derecesinde hastanenin uçsuz bucaksız koridorlarını doldurmuştur.
235-Hospital Conditions (Hastane Koşulları);2;The very building itself was shockingly defective.;Binanın kendisi bile insanı şok edecek şekilde kusurludur.
235-Hospital Conditions (Hastane Koşulları);3;The structural defects were equalled by the deficiencies in the commonest objects of hospital use.;Yapısal bozukluklar hastanede kullanılan en yaygın nesnelerle bile eşit derecede kusurludur.
235-Hospital Conditions (Hastane Koşulları);4;There were not enough bedsteads and the sheets were of canvas and very coarse.;Yeterince karyola, çarşaf bezi bulunmuyordu ve çok kabaydı.
236-How Crucial Is Dreaming? (Rüya Görmek Ne Kadar Önemli?);1;For a very long time, night dreaming was thought to interfere with the necessary rest that sleep provides, a useless byproduct of a sleeping brain.;Çok uzun bir süre boyunca, gece rüya görmenin, uykunun sağladığı gerekli dinlenmeye müdahale ettiği, uyuyan bir beynin işe yaramaz bir yan ürünü olduğu düşünülüyordu.
236-How Crucial Is Dreaming? (Rüya Görmek Ne Kadar Önemli?);2;However, a series of revealing experiments have indicated that dreams are not only a normal part of the sleep process but also absolutely vital to our psychological health and well-being.;Bununla birlikte, bir dizi açıklayıcı deney, rüyaların yalnızca uyku sürecinin normal bir parçası olmadığını, aynı zamanda psikolojik sağlığımız ve refahımız için kesinlikle hayati olduğunu göstermiştir.
236-How Crucial Is Dreaming? (Rüya Görmek Ne Kadar Önemli?);3;Dr. William Dement of the Sleep Center of Mount Sinai Hospital, who is conducting extensive experiments on the significance of dreaming, reports that subjects whose dreams were interrupted regularly exhibited severe emotional disturbances.;Sina Dağı Hastanesi Uyku Merkezi'nden rüya görmenin önemi üzerine kapsamlı deneyler yürüten Dr. William Dement, rüyaları düzenli olarak bölünen deneklerin ciddi duygusal rahatsızlıklar sergilediğini bildiriyor.
236-How Crucial Is Dreaming? (Rüya Görmek Ne Kadar Önemli?);4;These disturbances included hypertension, severe anxiety, irritability, and significant concentration difficulties, all of which disappeared when they were allowed to dream again.;"Bu rahatsızlıklar arasında hipertansiyon, şiddetli anksiyete, sinirlilik ve önemli konsantrasyon güçlükleri vardı; bunların tümü, yeniden rüya görmelerine izin verildiğinde ortadan kalktı."
236-How Crucial Is Dreaming? (Rüya Görmek Ne Kadar Önemli?);5;"""One of the subjects,"" Dement reported, ""quit the study in a state of panic and two others insisted on stopping, because the psychological stress was too great to bear.""";"""Deneklerden biri,"" diye bildirdi Dement, ""panik halinde çalışmayı bıraktı ve diğer ikisi, psikolojik stres dayanılmaz olduğu için durmakta ısrar etti."""
236-How Crucial Is Dreaming? (Rüya Görmek Ne Kadar Önemli?);6;It was also observed that in five subjects there was a considerable increase in appetite, i.e., they ate a lot more than usual, during the period of dream deprivation, as if their bodies were trying to compensate for the loss.;Ayrıca, beş denekte, rüya yoksunluğu döneminde iştahta önemli bir artış olduğu, yani vücutları kaybı telafi etmeye çalışıyormuş gibi normalden çok daha fazla yedikleri gözlemlendi.
236-How Crucial Is Dreaming? (Rüya Görmek Ne Kadar Önemli?);7;As soon as the subjects were allowed to dream again, all the psychological disturbances vanished completely, and their eating habits returned to normal.;Deneklerin yeniden rüya görmelerine izin verilir verilmez, tüm psikolojik rahatsızlıklar tamamen ortadan kalktı ve yeme alışkanlıkları normale döndü.
236-How Crucial Is Dreaming? (Rüya Görmek Ne Kadar Önemli?);8;More drastic experiments conducted in Edinburgh, Scotland, strongly supported these important findings. Volunteers who were kept awake for very long periods dreamed considerably more than usual when finally permitted to sleep.;İskoçya'nın Edinburgh kentinde yürütülen daha sert deneyler, bu önemli bulguları güçlü bir şekilde destekledi. Çok uzun süre uyanık tutulan gönüllüler, nihayet uyumalarına izin verildiğinde normalden çok daha fazla rüya gördüler.
236-How Crucial Is Dreaming? (Rüya Görmek Ne Kadar Önemli?);9;It is as though a pressure to dream builds up in the brain over time. That is, the more your dreaming is restricted, the more you are inclined to dream when finally allowed to sleep, a phenomenon known as REM rebound.;"Zamanla beyinde bir rüya görme baskısı oluşuyor gibidir. Yani, rüya görmeniz ne kadar kısıtlanırsa, nihayet uyumanıza izin verildiğinde o kadar çok rüya görmeye eğilimli olursunuz; bu, REM geri tepmesi olarak bilinen bir olgudur."
237-How Memory Works (Hafıza Nasıl Çalışır);1;The human memory is an incredibly complex biological system that perfectly stores and quickly retrieves vital daily information.;İnsan hafızası, hayati günlük bilgileri mükemmel bir şekilde depolayan ve hızla geri çağıran inanılmaz derecede karmaşık biyolojik bir sistemdir.
237-How Memory Works (Hafıza Nasıl Çalışır);2;Psychologists typically divide the complete memory process into three distinctly different and highly important consecutive stages.;Psikologlar tipik olarak tüm hafıza sürecini birbirinden tamamen farklı ve son derece önemli üç ardışık aşamaya ayırırlar.
237-How Memory Works (Hafıza Nasıl Çalışır);3;Sensory memory very briefly holds the incoming fresh information from our sensitive eyes and ears for just a quick moment.;Duyusal hafıza, hassas gözlerimizden ve kulaklarımızdan gelen taze bilgileri sadece kısa bir an için çok kısaca tutar.
237-How Memory Works (Hafıza Nasıl Çalışır);4;If we carefully pay deep attention, the crucial information accurately moves directly into our active short-term memory system.;Eğer dikkatle derin bir özen gösterirsek, hayati bilgiler doğru bir şekilde doğrudan aktif kısa süreli hafıza sistemimize geçer.
237-How Memory Works (Hafıza Nasıl Çalışır);5;Short-term memory has a strictly limited capacity and can naturally hold only about seven completely distinct separate items simultaneously.;Kısa süreli hafıza kesinlikle sınırlı bir kapasiteye sahiptir ve doğal olarak aynı anda sadece yaklaşık yedi tamamen farklı ayrı öğeyi tutabilir.
237-How Memory Works (Hafıza Nasıl Çalışır);6;Through continuous mental repetition, highly meaningful information is eventually flawlessly transferred into the vast permanent long-term memory storage.;Sürekli zihinsel tekrar yoluyla, son derece anlamlı bilgiler sonunda kusursuz bir şekilde uçsuz bucaksız kalıcı uzun süreli hafıza deposuna aktarılır.
237-How Memory Works (Hafıza Nasıl Çalışır);7;Unlike the strictly limited short-term memory, the massive long-term memory has an absolutely unlimited storage capacity for entire lifetimes.;Kesinlikle sınırlı olan kısa süreli hafızanın aksine, devasa uzun süreli hafıza, tüm yaşam boyunca tamamen sınırsız bir depolama kapasitesine sahiptir.
237-How Memory Works (Hafıza Nasıl Çalışır);8;Forgetting usually happens when we simply cannot effectively retrieve the deeply stored information from the complex completely crowded neural network.;Unutma genellikle, derinden depolanmış bilgiyi karmaşık ve tamamen kalabalık sinir ağından etkili bir şekilde geri çağıramadığımızda gerçekleşir.
238-How to be a Happier Mother (Daha Mutlu Bir Anne Nasıl Olunur);1;All research on child development agrees that loving and attentive care is an absolutely essential ingredient for healthy and happy child development.;Çocuk gelişimi üzerine yapılan tüm araştırmalar, sevgi dolu ve özenli bakımın, sağlıklı ve mutlu bir çocuk gelişimi için kesinlikle gerekli bir bileşen olduğu konusunda hemfikirdir.
238-How to be a Happier Mother (Daha Mutlu Bir Anne Nasıl Olunur);2;However, there is increasing and compelling doubt among experts that the traditional model of the 24-hour-a-day, seven-day-a-week mother is necessarily the best way to provide this essential care.;Bununla birlikte, uzmanlar arasında, 7/24 anne modelinin bu temel bakımı sağlamanın mutlaka en iyi yol olduğuna dair artan ve ikna edici şüpheler var.
238-How to be a Happier Mother (Daha Mutlu Bir Anne Nasıl Olunur);3;Two recent, independent studies have both come up with the same striking and concerning result: a full 40 percent of mothers who stay at home with children under five suffer from clinical depression.;Son zamanlarda yapılan iki bağımsız araştırma, aynı çarpıcı ve endişe verici sonuca ulaştı: Beş yaşın altındaki çocuklarla evde kalan annelerin tam yüzde 40'ı klinik depresyondan muzdarip.
238-How to be a Happier Mother (Daha Mutlu Bir Anne Nasıl Olunur);4;Doctors Michael Rutter and Steward Prince, among many other prominent researchers, have clearly shown that depressed mothers tend to produce depressed, neurotic, and developmentally backward children.;Diğer birçok önde gelen araştırmacının yanı sıra Doktorlar Michael Rutter ve Steward Prince, depresif annelerin depresif, nevrotik ve gelişimsel olarak geri kalmış çocuklar yetiştirme eğiliminde olduğunu açıkça göstermiştir.
238-How to be a Happier Mother (Daha Mutlu Bir Anne Nasıl Olunur);5;There are also many other mothers who, without being clinically depressed, are simply exhausted and feel oppressed by the unending, repetitive task of caring for a demanding baby or young child.;Ayrıca, klinik olarak depresyonda olmadan, sadece yorgun düşen ve talepkar bir bebeğe veya küçük çocuğa bakmanın bitmeyen, tekrarlayan görevi tarafından ezilmiş hisseden başka birçok anne var.
238-How to be a Happier Mother (Daha Mutlu Bir Anne Nasıl Olunur);6;As a result, these exhausted mothers often get less genuine pleasure and satisfaction from their children than they otherwise might if they had some time for themselves.;Sonuç olarak, bu bitkin anneler, kendilerine biraz zaman ayırabilselerdi olabileceklerinden genellikle çocuklarından daha az gerçek zevk ve tatmin alırlar.
238-How to be a Happier Mother (Daha Mutlu Bir Anne Nasıl Olunur);7;A full-time mother at home, without adequate breaks or support, is very likely to feel increasingly imprisoned by her domestic duties and subsequently become depressed and resentful.;Evde, yeterli molalar veya destek olmadan tam zamanlı bir anne, ev içi görevleri tarafından giderek daha fazla hapsolmuş hissedebilir ve ardından depresif ve kırgın hale gelebilir.
238-How to be a Happier Mother (Daha Mutlu Bir Anne Nasıl Olunur);8;A depressed mother can be psychologically very damaging to her child because she will certainly not be able to give the proper attention and emotional support that the child needs to thrive.;Depresif bir anne, çocuğu için psikolojik olarak çok zararlı olabilir çünkü çocuğun gelişmesi için ihtiyaç duyduğu doğru ilgiyi ve duygusal desteği kesinlikle sağlayamayacaktır.
